ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
P81451	0.179383076567571	28.1128291838619	1.20485200332898	0.262494226990035	0.373595325788724	-6.73310108361598
P39524	0.179247327504154	28.2425058340611	1.56352582655707	0.156335210710598	0.250488011435079	-6.28508946531861
P40215	0.17917061349884	33.2559147325524	2.67860735346929	0.0278396479310588	0.0672761528404302	-4.60986033428066
Q04924	0.179065096991426	27.086340792209	1.59550730448972	0.149042764862718	0.241895403977088	-6.24191457723423
P41338	0.17865680010334	33.9952452278457	2.61043824913384	0.0309553626188054	0.0726697426571807	-4.71766670307978
P40363	0.178457260401832	28.6168522651584	1.5449948883678	0.160707008270441	0.256357366444545	-6.30989339707545
P38009	0.178424364477969	30.6088014820895	1.32844444946742	0.220466779427711	0.325455905193804	-6.58694909827435
P40347	0.178213150296472	28.6336327702815	1.18866909938921	0.26846106105795	0.379499737318955	-6.75151718659181
P10127	0.1781454379474	26.3468801068282	1.12438725382257	0.293265796035347	0.404353279707338	-6.822920328938
P89102	0.178002809305067	27.77752958745	2.03288698284982	0.076305345931838	0.145304085867553	-5.61317973322889
P25618	0.177868441603003	27.783134965374	1.17980051902499	0.271777943316818	0.382122958436477	-6.76153564954848
P38903	0.177774969302209	28.3138062959371	2.73256275078235	0.0256024061501255	0.0630801421969287	-4.52442761575887
P53733	0.177769090135243	27.281418334679	2.0620553636797	0.0729198885161873	0.140203024913945	-5.56924312751843
P36088	0.177735809710729	28.2874243188366	1.24471746692391	0.248261525640836	0.356904413467146	-6.68700443168612
Q02784	0.177202803521265	29.5853832980893	1.50934295558039	0.169428780606793	0.266695026831587	-6.3571601264351
P38628	0.176972554284848	31.1120764786687	3.30138612609173	0.0107470756064067	0.032230942536343	-3.62630731905004
P34110	0.176815346802925	28.4313875644751	2.06404426116798	0.0726944469784473	0.139954638290495	-5.56624019483815
P24384	0.176650398883488	24.8145622090733	0.684791303033668	0.512712066915788	0.616592332200337	-7.22540098933673
P09950	0.176531792803036	29.9450576137278	2.27161268871885	0.0525693124317918	0.109179738344092	-5.24857087656921
P80667	0.175724275232017	25.9554700041246	2.05899027948336	0.073268650186743	0.140700949562042	-5.57386920617169
P53326	0.175422834290455	28.6683855631803	1.91311961046694	0.0918713878567201	0.168771939943119	-5.79137594742995
P53894	0.175360364318941	27.6422965896029	1.46424901313899	0.181065288279961	0.281198520054212	-6.41605679400512
P28321	0.174998033574756	29.3032076565559	2.23298474595506	0.0558436499662605	0.114655312107185	-5.30826030442793
P38810	0.173377275971596	30.3161776251128	2.89334329863819	0.0199706850940924	0.0526836086573111	-4.26966101198712
